Chromosome	RefPosition	3142	ARI	ARI.MG	B41	B73	CAST	COUG	GT1	M7741	ME49	P89	PRU	RAY	RH-88	ROD	SOU	TGGOATUS21	TGSHUS28	TGSK	VEG
TGME49_CHRXII	220000	58	58	58	58	58	58	58	58	58	58	58	58	58	58	58	58	58	58	58	58
TGME49_CHRXII	230000	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57
TGME49_CHRXII	240000	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69
TGME49_CHRXII	250000	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36
TGME49_CHRXII	260000	94	94	94	94	94	94	94	94	94	94	94	94	94	94	94	94	94	94	94	94
TGME49_CHRXII	270000	131	131	131	131	131	131	131	131	131	131	131	131	131	131	131	131	131	131	131	131
TGME49_CHRXII	280000	117	117	117	117	117	117	117	117	117	117	117	117	117	117	117	117	117	117	117	117
TGME49_CHRXII	290000	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123
TGME49_CHRXII	300000	116	116	116	116	116	116	116	116	116	116	116	116	116	116	116	116	116	116	116	116
TGME49_CHRXII	310000	58	58	58	58	58	58	58	58	58	58	58	58	58	58	58	58	58	58	58	58
TGME49_CHRXII	320000	89	89	89	89	89	89	89	89	89	89	89	89	89	89	89	89	89	89	89	89
TGME49_CHRXII	330000	107	107	107	107	107	107	107	107	107	107	107	107	107	107	107	107	107	107	107	107
TGME49_CHRXII	340000	83	83	83	83	83	83	83	83	83	83	83	83	83	83	83	83	83	83	83	83
TGME49_CHRXII	350000	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80
TGME49_CHRXII	360000	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18
TGME49_CHRXII	370000	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
TGME49_CHRXII	380000	53	53	53	53	53	53	53	53	53	53	53	53	53	53	53	53	53	53	53	53
TGME49_CHRXII	390000	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64
TGME49_CHRXII	400000	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43
TGME49_CHRXII	410000	61	61	61	61	61	61	61	61	61	61	61	61	61	61	61	61	61	61	61	61
TGME49_CHRXII	420000	76	76	76	76	76	76	76	76	76	76	76	76	76	76	76	76	76	76	76	76
TGME49_CHRXII	430000	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69
TGME49_CHRXII	440000	78	78	78	78	78	78	78	78	78	78	78	78	78	78	78	78	78	78	78	78
TGME49_CHRXII	450000	96	96	96	96	96	96	96	96	96	96	96	96	96	96	96	96	96	96	96	96
TGME49_CHRXII	460000	94	94	94	94	94	94	94	94	94	94	94	94	94	94	94	94	94	94	94	94
TGME49_CHRXII	470000	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
TGME49_CHRXII	480000	133	133	133	133	133	133	133	133	133	133	133	133	133	133	133	133	133	133	133	133
TGME49_CHRXII	490000	152	152	152	152	152	152	152	152	152	152	152	152	152	152	152	152	152	152	152	152
TGME49_CHRXII	500000	184	184	184	184	184	184	184	184	184	184	184	184	184	184	184	184	184	184	184	184
TGME49_CHRXII	510000	269	269	269	269	269	269	269	269	269	269	269	269	269	269	269	269	269	269	269	269
TGME49_CHRXII	520000	182	182	182	182	182	182	182	182	182	182	182	182	182	182	182	182	182	182	182	182
TGME49_CHRXII	530000	78	78	78	78	78	78	78	78	78	78	78	78	78	78	78	78	78	78	78	78
TGME49_CHRXII	540000	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50
TGME49_CHRXII	550000	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93
TGME49_CHRXII	560000	148	148	148	148	148	148	148	148	148	148	148	148	148	148	148	148	148	148	148	148
TGME49_CHRXII	570000	81	81	81	81	81	81	81	81	81	81	81	81	81	81	81	81	81	81	81	81
TGME49_CHRXII	580000	63	63	63	63	63	63	63	63	63	63	63	63	63	63	63	63	63	63	63	63
TGME49_CHRXII	590000	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106
TGME49_CHRXII	600000	70	70	70	70	70	70	70	70	70	70	70	70	70	70	70	70	70	70	70	70
TGME49_CHRXII	610000	118	118	118	118	118	118	118	118	118	118	118	118	118	118	118	118	118	118	118	118
TGME49_CHRXII	620000	118	118	118	118	118	118	118	118	118	118	118	118	118	118	118	118	118	118	118	118
TGME49_CHRXII	630000	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
TGME49_CHRXII	640000	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128
TGME49_CHRXII	650000	130	130	130	130	130	130	130	130	130	130	130	130	130	130	130	130	130	130	130	130
TGME49_CHRXII	660000	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123
TGME49_CHRXII	670000	133	133	133	133	133	133	133	133	133	133	133	133	133	133	133	133	133	133	133	133
TGME49_CHRXII	680000	157	157	157	157	157	157	157	157	157	157	157	157	157	157	157	157	157	157	157	157
TGME49_CHRXII	690000	137	137	137	137	137	137	137	137	137	137	137	137	137	137	137	137	137	137	137	137
TGME49_CHRXII	700000	113	113	113	113	113	113	113	113	113	113	113	113	113	113	113	113	113	113	113	113
TGME49_CHRXII	710000	146	146	146	146	146	146	146	146	146	146	146	146	146	146	146	146	146	146	146	146
TGME49_CHRXII	720000	94	94	94	94	94	94	94	94	94	94	94	94	94	94	94	94	94	94	94	94
TGME49_CHRXII	730000	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123
TGME49_CHRXII	740000	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71
TGME49_CHRXII	750000	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25
TGME49_CHRXII	760000	58	58	58	58	58	58	58	58	58	58	58	58	58	58	58	58	58	58	58	58
TGME49_CHRXII	770000	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46
TGME49_CHRXII	780000	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44
TGME49_CHRXII	790000	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102
TGME49_CHRXII	800000	119	119	119	119	119	119	119	119	119	119	119	119	119	119	119	119	119	119	119	119
TGME49_CHRXII	810000	130	130	130	130	130	130	130	130	130	130	130	130	130	130	130	130	130	130	130	130
TGME49_CHRXII	820000	146	146	146	146	146	146	146	146	146	146	146	146	146	146	146	146	146	146	146	146
TGME49_CHRXII	830000	141	141	141	141	141	141	141	141	141	141	141	141	141	141	141	141	141	141	141	141
TGME49_CHRXII	840000	161	161	161	161	161	161	161	161	161	161	161	161	161	161	161	161	161	161	161	161
TGME49_CHRXII	850000	163	163	163	163	163	163	163	163	163	163	163	163	163	163	163	163	163	163	163	163
TGME49_CHRXII	860000	159	159	159	159	159	159	159	159	159	159	159	159	159	159	159	159	159	159	159	159
TGME49_CHRXII	870000	180	180	180	180	180	180	180	180	180	180	180	180	180	180	180	180	180	180	180	180
TGME49_CHRXII	880000	160	160	160	160	160	160	160	160	160	160	160	160	160	160	160	160	160	160	160	160
TGME49_CHRXII	890000	161	161	161	161	161	161	161	161	161	161	161	161	161	161	161	161	161	161	161	161
TGME49_CHRXII	900000	166	166	166	166	166	166	166	166	166	166	166	166	166	166	166	166	166	166	166	166
TGME49_CHRXII	910000	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126
TGME49_CHRXII	920000	94	94	94	94	94	94	94	94	94	94	94	94	94	94	94	94	94	94	94	94
TGME49_CHRXII	930000	119	119	119	119	119	119	119	119	119	119	119	119	119	119	119	119	119	119	119	119
TGME49_CHRXII	940000	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103
TGME49_CHRXII	950000	157	157	157	157	157	157	157	157	157	157	157	157	157	157	157	157	157	157	157	157
TGME49_CHRXII	960000	146	146	146	146	146	146	146	146	146	146	146	146	146	146	146	146	146	146	146	146
TGME49_CHRXII	970000	112	112	112	112	112	112	112	112	112	112	112	112	112	112	112	112	112	112	112	112
TGME49_CHRXII	980000	158	158	158	158	158	158	158	158	158	158	158	158	158	158	158	158	158	158	158	158
TGME49_CHRXII	990000	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144
TGME49_CHRXII	1000000	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142
TGME49_CHRXII	1010000	135	135	135	135	135	135	135	135	135	135	135	135	135	135	135	135	135	135	135	135
TGME49_CHRXII	1020000	125	125	125	125	125	125	125	125	125	125	125	125	125	125	125	125	125	125	125	125
TGME49_CHRXII	1030000	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126
TGME49_CHRXII	1040000	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71
TGME49_CHRXII	1050000	67	67	67	67	67	67	67	67	67	67	67	67	67	67	67	67	67	67	67	67
TGME49_CHRXII	1060000	94	94	94	94	94	94	94	94	94	94	94	94	94	94	94	94	94	94	94	94
TGME49_CHRXII	1070000	114	114	114	114	114	114	114	114	114	114	114	114	114	114	114	114	114	114	114	114
TGME49_CHRXII	1080000	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124
TGME49_CHRXII	1090000	89	89	89	89	89	89	89	89	89	89	89	89	89	89	89	89	89	89	89	89
TGME49_CHRXII	1100000	72	72	72	72	72	72	72	72	72	72	72	72	72	72	72	72	72	72	72	72
TGME49_CHRXII	1110000	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82
TGME49_CHRXII	1120000	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65
TGME49_CHRXII	1130000	97	97	97	97	97	97	97	97	97	97	97	97	97	97	97	97	97	97	97	97
TGME49_CHRXII	1140000	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128
TGME49_CHRXII	1150000	137	137	137	137	137	137	137	137	137	137	137	137	137	137	137	137	137	137	137	137
TGME49_CHRXII	1160000	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
TGME49_CHRXII	1170000	77	77	77	77	77	77	77	77	77	77	77	77	77	77	77	77	77	77	77	77
TGME49_CHRXII	1180000	73	73	73	73	73	73	73	73	73	73	73	73	73	73	73	73	73	73	73	73
TGME49_CHRXII	1190000	83	83	83	83	83	83	83	83	83	83	83	83	83	83	83	83	83	83	83	83
TGME49_CHRXII	1200000	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88
TGME49_CHRXII	1210000	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106
TGME49_CHRXII	1220000	109	109	109	109	109	109	109	109	109	109	109	109	109	109	109	109	109	109	109	109
TGME49_CHRXII	1230000	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110
TGME49_CHRXII	1240000	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106
TGME49_CHRXII	1250000	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103
TGME49_CHRXII	1260000	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124
TGME49_CHRXII	1270000	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169
TGME49_CHRXII	1280000	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150
TGME49_CHRXII	1290000	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150
TGME49_CHRXII	1300000	130	130	130	130	130	130	130	130	130	130	130	130	130	130	130	130	130	130	130	130
TGME49_CHRXII	1310000	143	143	143	143	143	143	143	143	143	143	143	143	143	143	143	143	143	143	143	143
TGME49_CHRXII	1320000	116	116	116	116	116	116	116	116	116	116	116	116	116	116	116	116	116	116	116	116
TGME49_CHRXII	1330000	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60
TGME49_CHRXII	1340000	78	78	78	78	78	78	78	78	78	78	78	78	78	78	78	78	78	78	78	78
TGME49_CHRXII	1350000	133	133	133	133	133	133	133	133	133	133	133	133	133	133	133	133	133	133	133	133
TGME49_CHRXII	1360000	187	187	187	187	187	187	187	187	187	187	187	187	187	187	187	187	187	187	187	187
TGME49_CHRXII	1370000	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144
TGME49_CHRXII	1380000	115	115	115	115	115	115	115	115	115	115	115	115	115	115	115	115	115	115	115	115
TGME49_CHRXII	1390000	135	135	135	135	135	135	135	135	135	135	135	135	135	135	135	135	135	135	135	135
TGME49_CHRXII	1400000	166	166	166	166	166	166	166	166	166	166	166	166	166	166	166	166	166	166	166	166
TGME49_CHRXII	1410000	157	157	157	157	157	157	157	157	157	157	157	157	157	157	157	157	157	157	157	157
TGME49_CHRXII	1420000	136	136	136	136	136	136	136	136	136	136	136	136	136	136	136	136	136	136	136	136
TGME49_CHRXII	1430000	138	138	138	138	138	138	138	138	138	138	138	138	138	138	138	138	138	138	138	138
TGME49_CHRXII	1440000	148	148	148	148	148	148	148	148	148	148	148	148	148	148	148	148	148	148	148	148
TGME49_CHRXII	1450000	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105
TGME49_CHRXII	1460000	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65
TGME49_CHRXII	1470000	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71
TGME49_CHRXII	1480000	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64
TGME49_CHRXII	1490000	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64
TGME49_CHRXII	1500000	154	154	154	154	154	154	154	154	154	154	154	154	154	154	154	154	154	154	154	154
TGME49_CHRXII	1510000	53	53	53	53	53	53	53	53	53	53	53	53	53	53	53	53	53	53	53	53
TGME49_CHRXII	1520000	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82
TGME49_CHRXII	1530000	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92
TGME49_CHRXII	1540000	107	107	107	107	107	107	107	107	107	107	107	107	107	107	107	107	107	107	107	107
TGME49_CHRXII	1550000	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56
TGME49_CHRXII	1560000	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55
TGME49_CHRXII	1570000	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41
TGME49_CHRXII	1580000	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57
TGME49_CHRXII	1590000	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42
TGME49_CHRXII	1600000	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60
TGME49_CHRXII	1610000	83	83	83	83	83	83	83	83	83	83	83	83	83	83	83	83	83	83	83	83
TGME49_CHRXII	1620000	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48
TGME49_CHRXII	1630000	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46
TGME49_CHRXII	1640000	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144
TGME49_CHRXII	1650000	116	116	116	116	116	116	116	116	116	116	116	116	116	116	116	116	116	116	116	116
TGME49_CHRXII	1660000	83	83	83	83	83	83	83	83	83	83	83	83	83	83	83	83	83	83	83	83
TGME49_CHRXII	1670000	49	49	49	49	49	49	49	49	49	49	49	49	49	49	49	49	49	49	49	49
TGME49_CHRXII	1680000	74	74	74	74	74	74	74	74	74	74	74	74	74	74	74	74	74	74	74	74
TGME49_CHRXII	1690000	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128
TGME49_CHRXII	1700000	153	153	153	153	153	153	153	153	153	153	153	153	153	153	153	153	153	153	153	153
TGME49_CHRXII	1710000	161	161	161	161	161	161	161	161	161	161	161	161	161	161	161	161	161	161	161	161
TGME49_CHRXII	1720000	155	155	155	155	155	155	155	155	155	155	155	155	155	155	155	155	155	155	155	155
TGME49_CHRXII	1730000	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175
TGME49_CHRXII	1740000	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150
TGME49_CHRXII	1750000	178	178	178	178	178	178	178	178	178	178	178	178	178	178	178	178	178	178	178	178
TGME49_CHRXII	1760000	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144
TGME49_CHRXII	1770000	125	125	125	125	125	125	125	125	125	125	125	125	125	125	125	125	125	125	125	125
TGME49_CHRXII	1780000	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102
TGME49_CHRXII	1790000	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60
TGME49_CHRXII	1800000	89	89	89	89	89	89	89	89	89	89	89	89	89	89	89	89	89	89	89	89
TGME49_CHRXII	1810000	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65
TGME49_CHRXII	1820000	72	72	72	72	72	72	72	72	72	72	72	72	72	72	72	72	72	72	72	72
TGME49_CHRXII	1830000	113	113	113	113	113	113	113	113	113	113	113	113	113	113	113	113	113	113	113	113
TGME49_CHRXII	1840000	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68
TGME49_CHRXII	1850000	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105
TGME49_CHRXII	1860000	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42
TGME49_CHRXII	1870000	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47
TGME49_CHRXII	1880000	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75
TGME49_CHRXII	1890000	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56
TGME49_CHRXII	1900000	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86
TGME49_CHRXII	1910000	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71
TGME49_CHRXII	1920000	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128
TGME49_CHRXII	1930000	119	119	119	119	119	119	119	119	119	119	119	119	119	119	119	119	119	119	119	119
TGME49_CHRXII	1940000	155	155	155	155	155	155	155	155	155	155	155	155	155	155	155	155	155	155	155	155
TGME49_CHRXII	1950000	76	76	76	76	76	76	76	76	76	76	76	76	76	76	76	76	76	76	76	76
TGME49_CHRXII	1960000	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68
TGME49_CHRXII	1970000	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91
TGME49_CHRXII	1980000	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91
TGME49_CHRXII	1990000	77	77	77	77	77	77	77	77	77	77	77	77	77	77	77	77	77	77	77	77
TGME49_CHRXII	2000000	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66
TGME49_CHRXII	2010000	95	95	95	95	95	95	95	95	95	95	95	95	95	95	95	95	95	95	95	95
TGME49_CHRXII	2020000	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75
TGME49_CHRXII	2030000	74	74	74	74	74	74	74	74	74	74	74	74	74	74	74	74	74	74	74	74
TGME49_CHRXII	2040000	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106
TGME49_CHRXII	2050000	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215
TGME49_CHRXII	2060000	220	220	220	220	220	220	220	220	220	220	220	220	220	220	220	220	220	220	220	220
TGME49_CHRXII	2070000	190	190	190	190	190	190	190	190	190	190	190	190	190	190	190	190	190	190	190	190
TGME49_CHRXII	2080000	207	207	207	207	207	207	207	207	207	207	207	207	207	207	207	207	207	207	207	207
TGME49_CHRXII	2090000	219	219	219	219	219	219	219	219	219	219	219	219	219	219	219	219	219	219	219	219
TGME49_CHRXII	2100000	152	152	152	152	152	152	152	152	152	152	152	152	152	152	152	152	152	152	152	152
TGME49_CHRXII	2110000	193	193	193	193	193	193	193	193	193	193	193	193	193	193	193	193	193	193	193	193
TGME49_CHRXII	2120000	182	182	182	182	182	182	182	182	182	182	182	182	182	182	182	182	182	182	182	182
TGME49_CHRXII	2130000	194	194	194	194	194	194	194	194	194	194	194	194	194	194	194	194	194	194	194	194
TGME49_CHRXII	2140000	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126
TGME49_CHRXII	2150000	186	186	186	186	186	186	186	186	186	186	186	186	186	186	186	186	186	186	186	186
TGME49_CHRXII	2160000	181	181	181	181	181	181	181	181	181	181	181	181	181	181	181	181	181	181	181	181
TGME49_CHRXII	2170000	191	191	191	191	191	191	191	191	191	191	191	191	191	191	191	191	191	191	191	191
TGME49_CHRXII	2180000	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204
TGME49_CHRXII	2190000	183	183	183	183	183	183	183	183	183	183	183	183	183	183	183	183	183	183	183	183
TGME49_CHRXII	2200000	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120
TGME49_CHRXII	2210000	131	131	131	131	131	131	131	131	131	131	131	131	131	131	131	131	131	131	131	131
TGME49_CHRXII	2220000	158	158	158	158	158	158	158	158	158	158	158	158	158	158	158	158	158	158	158	158
TGME49_CHRXII	2230000	152	152	152	152	152	152	152	152	152	152	152	152	152	152	152	152	152	152	152	152
TGME49_CHRXII	2240000	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169
TGME49_CHRXII	2250000	159	159	159	159	159	159	159	159	159	159	159	159	159	159	159	159	159	159	159	159
TGME49_CHRXII	2260000	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169
TGME49_CHRXII	2270000	116	116	116	116	116	116	116	116	116	116	116	116	116	116	116	116	116	116	116	116
TGME49_CHRXII	2280000	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126
TGME49_CHRXII	2290000	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65
TGME49_CHRXII	2300000	61	61	61	61	61	61	61	61	61	61	61	61	61	61	61	61	61	61	61	61
TGME49_CHRXII	2310000	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55
TGME49_CHRXII	2320000	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103
TGME49_CHRXII	2330000	115	115	115	115	115	115	115	115	115	115	115	115	115	115	115	115	115	115	115	115
TGME49_CHRXII	2340000	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123
TGME49_CHRXII	2350000	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69
TGME49_CHRXII	2360000	113	113	113	113	113	113	113	113	113	113	113	113	113	113	113	113	113	113	113	113
TGME49_CHRXII	2370000	132	132	132	132	132	132	132	132	132	132	132	132	132	132	132	132	132	132	132	132
TGME49_CHRXII	2380000	185	185	185	185	185	185	185	185	185	185	185	185	185	185	185	185	185	185	185	185
TGME49_CHRXII	2390000	196	196	196	196	196	196	196	196	196	196	196	196	196	196	196	196	196	196	196	196
TGME49_CHRXII	2400000	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169
TGME49_CHRXII	2410000	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
TGME49_CHRXII	2420000	136	136	136	136	136	136	136	136	136	136	136	136	136	136	136	136	136	136	136	136
